county,fips,state_id,state_name,population,ppercentage
Pike County,39131,OH,Ohio,28000,8.45E-05
Grimes County,48185,TX,Texas,27984,8.44E-05
Henderson County,47077,TN,Tennessee,27977,8.44E-05
Glenn County,6021,CA,California,27976,8.44E-05
Cherokee County,37039,NC,North Carolina,27969,8.44E-05
Carroll County,5015,AR,Arkansas,27965,8.44E-05
Winchester City,51840,VA,Virginia,27897,8.42E-05
Carroll County,47017,TN,Tennessee,27886,8.41E-05
Montgomery County,21173,KY,Kentucky,27884,8.41E-05
Washington County,18175,IN,Indiana,27848,8.40E-05
Garvin County,40049,OK,Oklahoma,27835,8.40E-05
Iroquois County,17075,IL,Illinois,27812,8.39E-05
Adams County,39001,OH,Ohio,27776,8.38E-05
Lincoln County,55069,WI,Wisconsin,27744,8.37E-05
San Miguel County,35047,NM,New Mexico,27738,8.37E-05
Meade County,46093,SD,South Dakota,27717,8.36E-05
Jennings County,18079,IN,Indiana,27710,8.36E-05
Grant County,35017,NM,New Mexico,27669,8.35E-05
Del Norte County,6015,CA,California,27495,8.30E-05
Union County,45087,SC,South Carolina,27490,8.29E-05
Door County,55029,WI,Wisconsin,27472,8.29E-05
Carroll County,39019,OH,Ohio,27332,8.25E-05
Wyoming County,42131,PA,Pennsylvania,27327,8.24E-05
Bradford County,12007,FL,Florida,27317,8.24E-05
De Soto Parish,22031,LA,Louisiana,27289,8.23E-05
Montgomery County,37123,NC,North Carolina,27252,8.22E-05
Henry County,39069,OH,Ohio,27208,8.21E-05
Monroe County,13207,GA,Georgia,27171,8.20E-05
Mineral County,54057,WV,West Virginia,27167,8.20E-05
Carter County,21043,KY,Kentucky,27159,8.19E-05
Peach County,13225,GA,Georgia,27145,8.19E-05
Russell County,51167,VA,Virginia,27141,8.19E-05
Hardee County,12049,FL,Florida,27131,8.19E-05
Toombs County,13279,GA,Georgia,26972,8.14E-05
Edgefield County,45037,SC,South Carolina,26927,8.12E-05
Uvalde County,48463,TX,Texas,26920,8.12E-05
Logan County,21141,KY,Kentucky,26902,8.12E-05
Orleans County,50019,VT,Vermont,26901,8.12E-05
Cibola County,35006,NM,New Mexico,26891,8.11E-05
Simpson County,28127,MS,Mississippi,26888,8.11E-05
Ashe County,37009,NC,North Carolina,26863,8.10E-05
Mason County,54053,WV,West Virginia,26820,8.09E-05
White County,47185,TN,Tennessee,26800,8.09E-05
Bell County,21013,KY,Kentucky,26791,8.08E-05
Marlboro County,45069,SC,South Carolina,26753,8.07E-05
Elmore County,16039,ID,Idaho,26743,8.07E-05
Harlan County,21095,KY,Kentucky,26699,8.06E-05
Decatur County,13087,GA,Georgia,26682,8.05E-05
Perry County,21193,KY,Kentucky,26624,8.03E-05
Fluvanna County,51065,VA,Virginia,26594,8.02E-05
Lewis County,36049,NY,New York,26572,8.02E-05
Decatur County,18031,IN,Indiana,26562,8.01E-05
Juneau County,55057,WI,Wisconsin,26478,7.99E-05
Gillespie County,48171,TX,Texas,26459,7.98E-05
Barton County,20009,KS,Kansas,26453,7.98E-05
Geneva County,1061,AL,Alabama,26417,7.97E-05
Oceana County,26127,MI,Michigan,26416,7.97E-05
Tillamook County,41057,OR,Oregon,26389,7.96E-05
Johnson County,5071,AR,Arkansas,26372,7.96E-05
Boone County,19015,IA,Iowa,26370,7.96E-05
Currituck County,37053,NC,North Carolina,26363,7.95E-05
Union County,41061,OR,Oregon,26337,7.95E-05
Woodford County,21239,KY,Kentucky,26318,7.94E-05
Grayson County,21085,KY,Kentucky,26247,7.92E-05
Upson County,13293,GA,Georgia,26236,7.92E-05
Clay County,18021,IN,Indiana,26234,7.91E-05
King George County,51099,VA,Virginia,26229,7.91E-05
Charlevoix County,26029,MI,Michigan,26188,7.90E-05
Sunflower County,28133,MS,Mississippi,26168,7.90E-05
Wasco County,41065,OR,Oregon,26130,7.88E-05
West Baton Rouge Parish,22121,LA,Louisiana,26101,7.87E-05
Montezuma County,8083,CO,Colorado,26031,7.85E-05
Lauderdale County,47097,TN,Tennessee,25989,7.84E-05
Cherokee County,1019,AL,Alabama,25903,7.82E-05
St. Francis County,5123,AR,Arkansas,25900,7.81E-05
Cass County,31025,NE,Nebraska,25888,7.81E-05
Mille Lacs County,27095,MN,Minnesota,25865,7.80E-05
McNairy County,47109,TN,Tennessee,25844,7.80E-05
Hart County,13147,GA,Georgia,25773,7.78E-05
Lyon County,27083,MN,Minnesota,25758,7.77E-05
Stephens County,13257,GA,Georgia,25750,7.77E-05
Somerset County,24039,MD,Maryland,25729,7.76E-05
Elbert County,8039,CO,Colorado,25717,7.76E-05
Hardin County,47071,TN,Tennessee,25715,7.76E-05
Audrain County,29007,MO,Missouri,25644,7.74E-05
Benton County,19011,IA,Iowa,25636,7.73E-05
Allen Parish,22003,LA,Louisiana,25618,7.73E-05
Morehouse Parish,22067,LA,Louisiana,25610,7.73E-05
Texas County,29215,MO,Missouri,25604,7.72E-05
Taylor County,21217,KY,Kentucky,25571,7.71E-05
Posey County,18129,IN,Indiana,25560,7.71E-05
Franklin County,20059,KS,Kansas,25558,7.71E-05
Lawrence County,46081,SD,South Dakota,25478,7.69E-05
Hardeman County,47069,TN,Tennessee,25443,7.68E-05
Dickinson County,26043,MI,Michigan,25439,7.68E-05
Cheboygan County,26031,MI,Michigan,25418,7.67E-05
Fannin County,13111,GA,Georgia,25395,7.66E-05
Tattnall County,13267,GA,Georgia,25382,7.66E-05
Adair County,29001,MO,Missouri,25369,7.65E-05
Barbour County,1005,AL,Alabama,25361,7.65E-05
Shelby County,48419,TX,Texas,25349,7.65E-05
Lamoille County,50015,VT,Vermont,25318,7.64E-05
Salem City,51775,VA,Virginia,25317,7.64E-05
Gladwin County,26051,MI,Michigan,25279,7.63E-05
Prentiss County,28117,MS,Mississippi,25255,7.62E-05
Miller County,29131,MO,Missouri,25201,7.60E-05
Iosco County,26069,MI,Michigan,25197,7.60E-05
Brown County,27015,MN,Minnesota,25163,7.59E-05
Fayette County,48149,TX,Texas,25141,7.59E-05
Cleburne County,5023,AR,Arkansas,25100,7.57E-05
Nicholas County,54067,WV,West Virginia,25078,7.57E-05
Routt County,8107,CO,Colorado,25072,7.56E-05
Plymouth County,19149,IA,Iowa,25068,7.56E-05
Jackson County,40065,OK,Oklahoma,25063,7.56E-05
Yates County,36123,NY,New York,25011,7.55E-05
Marion County,28091,MS,Mississippi,24990,7.54E-05
Grant County,21081,KY,Kentucky,24951,7.53E-05
Randolph County,18135,IN,Indiana,24926,7.52E-05
Anson County,37007,NC,North Carolina,24902,7.51E-05
Randolph County,29175,MO,Missouri,24878,7.51E-05
Bremer County,19017,IA,Iowa,24864,7.50E-05
Washington County,29221,MO,Missouri,24860,7.50E-05
Seminole County,40133,OK,Oklahoma,24832,7.49E-05
Grady County,13131,GA,Georgia,24828,7.49E-05
Hickman County,47081,TN,Tennessee,24813,7.49E-05
Chattooga County,13055,GA,Georgia,24812,7.49E-05
Milam County,48331,TX,Texas,24770,7.47E-05
Washington County,12133,FL,Florida,24764,7.47E-05
Abbeville County,45001,SC,South Carolina,24627,7.43E-05
Juniata County,42067,PA,Pennsylvania,24624,7.43E-05
Dawson County,13085,GA,Georgia,24536,7.40E-05
Teller County,8119,CO,Colorado,24524,7.40E-05
Rowan County,21205,KY,Kentucky,24507,7.39E-05
Upshur County,54097,WV,West Virginia,24502,7.39E-05
Todd County,27153,MN,Minnesota,24494,7.39E-05
Otsego County,26137,MI,Michigan,24490,7.39E-05
Lincoln County,21137,KY,Kentucky,24476,7.38E-05
Aransas County,48007,TX,Texas,24462,7.38E-05
Manistee County,26101,MI,Michigan,24457,7.38E-05
Staunton City,51790,VA,Virginia,24432,7.37E-05
Mingo County,54059,WV,West Virginia,24290,7.33E-05
Churchill County,32001,NV,Nevada,24259,7.32E-05
Waushara County,55137,WI,Wisconsin,24193,7.30E-05
Crawford County,29055,MO,Missouri,24154,7.29E-05
White County,18181,IN,Indiana,24149,7.29E-05
Clarke County,1025,AL,Alabama,24128,7.28E-05
Butts County,13035,GA,Georgia,24090,7.27E-05
Luna County,35029,NM,New Mexico,24083,7.27E-05
Ohio County,21183,KY,Kentucky,24071,7.26E-05
Hertford County,37091,NC,North Carolina,24012,7.24E-05
Saline County,17165,IL,Illinois,23994,7.24E-05
Sabine Parish,22085,LA,Louisiana,23991,7.24E-05
Lee County,51105,VA,Virginia,23948,7.23E-05
George County,28039,MS,Mississippi,23917,7.22E-05
Poinsett County,5111,AR,Arkansas,23896,7.21E-05
Roscommon County,26143,MI,Michigan,23851,7.20E-05
Pottawatomie County,20149,KS,Kansas,23847,7.19E-05
Macon County,47111,TN,Tennessee,23842,7.19E-05
Ouachita County,5103,AR,Arkansas,23830,7.19E-05
Page County,51139,VA,Virginia,23788,7.18E-05
Winston County,1133,AL,Alabama,23784,7.18E-05
Columbia County,5027,AR,Arkansas,23776,7.17E-05
Scott County,18143,IN,Indiana,23759,7.17E-05
Dawson County,31047,NE,Nebraska,23733,7.16E-05
Jerome County,16053,ID,Idaho,23730,7.16E-05
Cassia County,16031,ID,Idaho,23690,7.15E-05
Iowa County,55049,WI,Wisconsin,23618,7.13E-05
Jefferson County,41031,OR,Oregon,23607,7.12E-05
Fairfax City,51600,VA,Virginia,23531,7.10E-05
Itawamba County,28057,MS,Mississippi,23462,7.08E-05
Limestone County,48293,TX,Texas,23417,7.07E-05
Plaquemines Parish,22075,LA,Louisiana,23338,7.04E-05
Panola County,48365,TX,Texas,23327,7.04E-05
Hampshire County,54027,WV,West Virginia,23309,7.03E-05
Osceola County,26133,MI,Michigan,23290,7.03E-05
Union County,13291,GA,Georgia,23288,7.03E-05
Teton County,56039,WY,Wyoming,23280,7.02E-05
Payette County,16075,ID,Idaho,23260,7.02E-05
Coahoma County,28027,MS,Mississippi,23255,7.02E-05
Hood River County,41027,OR,Oregon,23209,7.00E-05
Antrim County,26009,MI,Michigan,23206,7.00E-05
Fayette County,18041,IN,Indiana,23194,7.00E-05
Sumner County,20191,KS,Kansas,23114,6.97E-05
Meeker County,27093,MN,Minnesota,23105,6.97E-05
Grainger County,47057,TN,Tennessee,23101,6.97E-05
Meigs County,39105,OH,Ohio,23078,6.96E-05
Menominee County,26109,MI,Michigan,23074,6.96E-05
Hockley County,48219,TX,Texas,23064,6.96E-05
Crook County,41013,OR,Oregon,23011,6.94E-05
Saline County,29195,MO,Missouri,22976,6.93E-05
Houston County,48225,TX,Texas,22954,6.93E-05
Starke County,18149,IN,Indiana,22952,6.92E-05
Prince Edward County,51147,VA,Virginia,22905,6.91E-05
Ray County,29177,MO,Missouri,22875,6.90E-05
Goochland County,51075,VA,Virginia,22865,6.90E-05
Martin County,37117,NC,North Carolina,22849,6.89E-05
Leake County,28079,MS,Mississippi,22792,6.88E-05
McDonald County,29119,MO,Missouri,22782,6.87E-05
Franklin County,18047,IN,Indiana,22774,6.87E-05
Franklin County,13119,GA,Georgia,22766,6.87E-05
Yankton County,46135,SD,South Dakota,22717,6.85E-05
Crisp County,13081,GA,Georgia,22713,6.85E-05
Caswell County,37033,NC,North Carolina,22684,6.84E-05
Curry County,41015,OR,Oregon,22650,6.83E-05
Randolph County,1111,AL,Alabama,22647,6.83E-05
Johnson County,21115,KY,Kentucky,22634,6.83E-05
Rockbridge County,51163,VA,Virginia,22570,6.81E-05
Fairfield County,45039,SC,South Carolina,22565,6.81E-05
Emanuel County,13107,GA,Georgia,22533,6.80E-05
Burke County,13033,GA,Georgia,22520,6.79E-05
Bibb County,1007,AL,Alabama,22493,6.79E-05
Assumption Parish,22007,LA,Louisiana,22478,6.78E-05
Brooke County,54009,WV,West Virginia,22459,6.78E-05
Hopewell City,51670,VA,Virginia,22456,6.78E-05
Asotin County,53003,WA,Washington,22421,6.76E-05
Gray County,48179,TX,Texas,22410,6.76E-05
Anderson County,21005,KY,Kentucky,22409,6.76E-05
Clark County,5019,AR,Arkansas,22386,6.75E-05
Logan County,8075,CO,Colorado,22380,6.75E-05
Blaine County,16013,ID,Idaho,22373,6.75E-05
Boone County,54005,WV,West Virginia,22368,6.75E-05
Nodaway County,29147,MO,Missouri,22359,6.75E-05
Union Parish,22111,LA,Louisiana,22353,6.74E-05
Seward County,20175,KS,Kansas,22349,6.74E-05
Grant Parish,22043,LA,Louisiana,22340,6.74E-05
Letcher County,21133,KY,Kentucky,22295,6.73E-05
Beckham County,40009,OK,Oklahoma,22268,6.72E-05
Mitchell County,13205,GA,Georgia,22244,6.71E-05
Adair County,40001,OK,Oklahoma,22220,6.70E-05
Bandera County,48019,TX,Texas,22215,6.70E-05
Mahaska County,19123,IA,Iowa,22164,6.69E-05
Waynesboro City,51820,VA,Virginia,22140,6.68E-05
Washington County,19183,IA,Iowa,22100,6.67E-05
Overton County,47133,TN,Tennessee,22068,6.66E-05
Tippah County,28139,MS,Mississippi,22018,6.64E-05
Pointe Coupee Parish,22077,LA,Louisiana,22016,6.64E-05
Wyandot County,39175,OH,Ohio,22000,6.64E-05
Scott County,47151,TN,Tennessee,21969,6.63E-05
Jersey County,17083,IL,Illinois,21937,6.62E-05
Scott County,51169,VA,Virginia,21902,6.61E-05
Taylor County,12123,FL,Florida,21870,6.60E-05
Hempstead County,5057,AR,Arkansas,21842,6.59E-05
Buchanan County,51027,VA,Virginia,21788,6.57E-05
Vilas County,55125,WI,Wisconsin,21751,6.56E-05
Shelby County,17173,IL,Illinois,21737,6.56E-05
Henry County,29083,MO,Missouri,21735,6.56E-05
Nobles County,27105,MN,Minnesota,21734,6.56E-05
Klickitat County,53039,WA,Washington,21721,6.55E-05
Putnam County,13237,GA,Georgia,21691,6.54E-05
Pacific County,53049,WA,Washington,21688,6.54E-05
New Kent County,51127,VA,Virginia,21686,6.54E-05
Calhoun County,48057,TX,Texas,21668,6.54E-05
Logan County,5083,AR,Arkansas,21668,6.54E-05
Leelanau County,26089,MI,Michigan,21652,6.53E-05
Gage County,31067,NE,Nebraska,21594,6.52E-05
Mercer County,21167,KY,Kentucky,21592,6.51E-05
Willacy County,48489,TX,Texas,21588,6.51E-05
Jo Daviess County,17085,IL,Illinois,21588,6.51E-05
Fayette County,17051,IL,Illinois,21565,6.51E-05
Morgan County,47129,TN,Tennessee,21545,6.50E-05
Wabasha County,27157,MN,Minnesota,21537,6.50E-05
Tyler County,48457,TX,Texas,21518,6.49E-05
Madison County,37115,NC,North Carolina,21499,6.49E-05
Yell County,5149,AR,Arkansas,21464,6.48E-05
McDuffie County,13189,GA,Georgia,21455,6.47E-05
Colusa County,6011,CA,California,21454,6.47E-05
Moore County,48341,TX,Texas,21399,6.46E-05
Newton County,28101,MS,Mississippi,21360,6.44E-05
Barnwell County,45011,SC,South Carolina,21346,6.44E-05
Hutchinson County,48233,TX,Texas,21344,6.44E-05
St. James Parish,22093,LA,Louisiana,21308,6.43E-05
Wyoming County,54109,WV,West Virginia,21281,6.42E-05
Sevier County,49041,UT,Utah,21280,6.42E-05
Monroe County,1099,AL,Alabama,21270,6.42E-05
Perry County,17145,IL,Illinois,21251,6.41E-05
Colorado County,48089,TX,Texas,21224,6.40E-05
Saunders County,31155,NE,Nebraska,21165,6.39E-05
Buchanan County,19019,IA,Iowa,21118,6.37E-05
Meriwether County,13199,GA,Georgia,21106,6.37E-05
Grenada County,28043,MS,Mississippi,21088,6.36E-05
Llano County,48299,TX,Texas,21047,6.35E-05
Greene County,37079,NC,North Carolina,21033,6.35E-05
Hubbard County,27057,MN,Minnesota,21019,6.34E-05
Stutsman County,38093,ND,North Dakota,20965,6.33E-05
Fillmore County,27045,MN,Minnesota,20949,6.32E-05
Allen County,21003,KY,Kentucky,20944,6.32E-05
Ogemaw County,26129,MI,Michigan,20898,6.31E-05
Lampasas County,48281,TX,Texas,20862,6.29E-05
Conway County,5029,AR,Arkansas,20858,6.29E-05
Lincoln County,54043,WV,West Virginia,20850,6.29E-05
Jay County,18075,IN,Indiana,20840,6.29E-05
Owen County,18119,IN,Indiana,20835,6.29E-05
Dodge County,13091,GA,Georgia,20829,6.28E-05
Texas County,40139,OK,Oklahoma,20805,6.28E-05
La Paz County,4012,AZ,Arizona,20793,6.27E-05
Gonzales County,48177,TX,Texas,20731,6.25E-05
Sullivan County,18153,IN,Indiana,20730,6.25E-05
Woodward County,40153,OK,Oklahoma,20727,6.25E-05
Gaines County,48165,TX,Texas,20706,6.25E-05
Minidoka County,16067,ID,Idaho,20705,6.25E-05
Dodge County,27039,MN,Minnesota,20669,6.24E-05
Vernon County,29217,MO,Missouri,20595,6.21E-05
Jones County,19105,IA,Iowa,20559,6.20E-05
Polk County,37149,NC,North Carolina,20557,6.20E-05
Wayne County,21231,KY,Kentucky,20546,6.20E-05
Jackson County,55053,WI,Wisconsin,20522,6.19E-05
Clinton County,29049,MO,Missouri,20500,6.18E-05
Worth County,13321,GA,Georgia,20494,6.18E-05
Uinta County,56041,WY,Wyoming,20479,6.18E-05
Spencer County,18147,IN,Indiana,20447,6.17E-05
Washington County,13303,GA,Georgia,20436,6.17E-05
Kewaunee County,55061,WI,Wisconsin,20387,6.15E-05
Wayne County,28153,MS,Mississippi,20373,6.15E-05
Clay County,21051,KY,Kentucky,20368,6.15E-05
Washington County,31177,NE,Nebraska,20361,6.14E-05
Richland Parish,22083,LA,Louisiana,20350,6.14E-05
DeWitt County,48123,TX,Texas,20340,6.14E-05
Taylor County,55119,WI,Wisconsin,20325,6.13E-05
Carbon County,49007,UT,Utah,20308,6.13E-05
Saluda County,45081,SC,South Carolina,20303,6.13E-05
Carroll County,19027,IA,Iowa,20281,6.12E-05
Morgan County,29141,MO,Missouri,20271,6.12E-05
Ashley County,5003,AR,Arkansas,20270,6.12E-05
Winneshiek County,19191,IA,Iowa,20262,6.11E-05
Pickens County,1107,AL,Alabama,20243,6.11E-05
Franklin Parish,22041,LA,Louisiana,20238,6.11E-05
Cherokee County,20021,KS,Kansas,20179,6.09E-05
Breckinridge County,21027,KY,Kentucky,20176,6.09E-05
Dakota County,31043,NE,Nebraska,20173,6.09E-05
Duchesne County,49013,UT,Utah,20148,6.08E-05
Labette County,20099,KS,Kansas,20119,6.07E-05
Fulton County,18049,IN,Indiana,20096,6.06E-05
Adams County,55001,WI,Wisconsin,20094,6.06E-05
Polk County,5113,AR,Arkansas,20094,6.06E-05
Carroll County,18015,IN,Indiana,20074,6.06E-05
Buena Vista County,19021,IA,Iowa,20058,6.05E-05
Bourbon County,21017,KY,Kentucky,20058,6.05E-05
Lavaca County,48285,TX,Texas,20021,6.04E-05
Northampton County,37131,NC,North Carolina,19946,6.02E-05
Jones County,48253,TX,Texas,19943,6.02E-05
Henry County,19087,IA,Iowa,19941,6.02E-05
Warren County,37185,NC,North Carolina,19898,6.00E-05
Frio County,48163,TX,Texas,19871,6.00E-05
Davison County,46035,SD,South Dakota,19871,6.00E-05
Martin County,27091,MN,Minnesota,19852,5.99E-05
DeKalb County,47041,TN,Tennessee,19847,5.99E-05
Butler County,1013,AL,Alabama,19828,5.98E-05
Fayette County,19065,IA,Iowa,19803,5.97E-05
Concordia Parish,22029,LA,Louisiana,19778,5.97E-05
Smith County,47159,TN,Tennessee,19740,5.96E-05
McIntosh County,40091,OK,Oklahoma,19725,5.95E-05
Freestone County,48161,TX,Texas,19714,5.95E-05
Clay County,28025,MS,Mississippi,19640,5.93E-05
Douglas County,17041,IL,Illinois,19623,5.92E-05
Adams County,53001,WA,Washington,19594,5.91E-05
Hampton County,45049,SC,South Carolina,19564,5.90E-05
Chaffee County,8015,CO,Colorado,19557,5.90E-05
Orange County,18117,IN,Indiana,19545,5.90E-05
Lincoln County,30053,MT,Montana,19537,5.89E-05
Kent County,24029,MD,Maryland,19536,5.89E-05
Greene County,51079,VA,Virginia,19519,5.89E-05
Montague County,48337,TX,Texas,19489,5.88E-05
Union County,47173,TN,Tennessee,19488,5.88E-05
Lincoln County,35027,NM,New Mexico,19461,5.87E-05
Tishomingo County,28141,MS,Mississippi,19441,5.87E-05
Holmes County,12059,FL,Florida,19432,5.86E-05
Jackson County,19097,IA,Iowa,19401,5.85E-05
Bertie County,37015,NC,North Carolina,19380,5.85E-05
East Feliciana Parish,22037,LA,Louisiana,19371,5.84E-05
Marengo County,1091,AL,Alabama,19321,5.83E-05
Lincoln County,56023,WY,Wyoming,19274,5.82E-05
Pierce County,13229,GA,Georgia,19250,5.81E-05
Marion County,21155,KY,Kentucky,19244,5.81E-05
Adair County,21001,KY,Kentucky,19222,5.80E-05
Perry County,29157,MO,Missouri,19191,5.79E-05
Elbert County,13105,GA,Georgia,19166,5.78E-05
Berrien County,13019,GA,Georgia,19152,5.78E-05
Langlade County,55067,WI,Wisconsin,19146,5.78E-05
Benton County,29015,MO,Missouri,19107,5.76E-05
Perry County,18123,IN,Indiana,19102,5.76E-05
Covington County,28031,MS,Mississippi,18978,5.73E-05
Crawford County,17033,IL,Illinois,18972,5.72E-05
Jefferson County,20087,KS,Kansas,18890,5.70E-05
Roosevelt County,35041,NM,New Mexico,18888,5.70E-05
Dickinson County,20041,KS,Kansas,18828,5.68E-05
Paulding County,39125,OH,Ohio,18809,5.67E-05
Brantley County,13025,GA,Georgia,18756,5.66E-05
Green Lake County,55047,WI,Wisconsin,18755,5.66E-05
Waseca County,27161,MN,Minnesota,18740,5.65E-05
Deaf Smith County,48117,TX,Texas,18736,5.65E-05
Hart County,21099,KY,Kentucky,18729,5.65E-05
Harrison County,21097,KY,Kentucky,18722,5.65E-05
Macon County,1087,AL,Alabama,18708,5.64E-05
Banks County,13011,GA,Georgia,18708,5.64E-05
Long County,13183,GA,Georgia,18692,5.64E-05
Spencer County,21215,KY,Kentucky,18680,5.64E-05
Lamar County,13171,GA,Georgia,18672,5.63E-05
McDowell County,54047,WV,West Virginia,18661,5.63E-05
Plumas County,6063,CA,California,18660,5.63E-05
Houston County,27055,MN,Minnesota,18648,5.63E-05
Los Alamos County,35028,NM,New Mexico,18625,5.62E-05
Phillips County,5107,AR,Arkansas,18606,5.61E-05
Morgan County,13211,GA,Georgia,18507,5.58E-05
Madison County,12079,FL,Florida,18460,5.57E-05
Cedar County,19031,IA,Iowa,18457,5.57E-05
Pike County,29163,MO,Missouri,18455,5.57E-05
Appling County,13001,GA,Georgia,18440,5.56E-05
Attala County,28007,MS,Mississippi,18437,5.56E-05
Humphreys County,47085,TN,Tennessee,18435,5.56E-05
Drew County,5043,AR,Arkansas,18417,5.56E-05
Poweshiek County,19157,IA,Iowa,18388,5.55E-05
Beadle County,46005,SD,South Dakota,18346,5.54E-05
Pike County,13231,GA,Georgia,18327,5.53E-05
Bosque County,48035,TX,Texas,18296,5.52E-05
Otero County,8089,CO,Colorado,18282,5.52E-05
Stone County,28131,MS,Mississippi,18276,5.51E-05
Eastland County,48133,TX,Texas,18273,5.51E-05
Montour County,42093,PA,Pennsylvania,18259,5.51E-05
Winston County,28159,MS,Mississippi,18229,5.50E-05
Fentress County,47049,TN,Tennessee,18213,5.49E-05
Wright County,29229,MO,Missouri,18203,5.49E-05
Simpson County,21213,KY,Kentucky,18183,5.49E-05
Jefferson County,19101,IA,Iowa,18148,5.48E-05
Bethel Census Area,2050,AK,Alaska,18134,5.47E-05
Grant County,5053,AR,Arkansas,18126,5.47E-05
Burleson County,48051,TX,Texas,18058,5.45E-05
Young County,48503,TX,Texas,18036,5.44E-05
Andrews County,48003,TX,Texas,18036,5.44E-05
Hancock County,17067,IL,Illinois,17983,5.43E-05
Inyo County,6027,CA,California,17977,5.42E-05
Gilchrist County,12041,FL,Florida,17953,5.42E-05
Pitkin County,8097,CO,Colorado,17926,5.41E-05
Schuyler County,36097,NY,New York,17920,5.41E-05
Arkansas County,5001,AR,Arkansas,17914,5.40E-05
Southampton County,51175,VA,Virginia,17880,5.39E-05
Park County,8093,CO,Colorado,17867,5.39E-05
Ste. Genevieve County,29186,MO,Missouri,17848,5.38E-05
Unicoi County,47171,TN,Tennessee,17811,5.37E-05
Russell County,21207,KY,Kentucky,17778,5.36E-05
Yancey County,37199,NC,North Carolina,17760,5.36E-05
Johnson County,47091,TN,Tennessee,17753,5.36E-05
Westmoreland County,51193,VA,Virginia,17751,5.36E-05
Patrick County,51141,VA,Virginia,17748,5.35E-05
Franklin County,5047,AR,Arkansas,17738,5.35E-05
Holmes County,28051,MS,Mississippi,17737,5.35E-05
Morgan County,54065,WV,West Virginia,17709,5.34E-05
Randolph County,5121,AR,Arkansas,17695,5.34E-05
Radford City,51750,VA,Virginia,17691,5.34E-05
Cooper County,29053,MO,Missouri,17660,5.33E-05
Clayton County,19043,IA,Iowa,17625,5.32E-05
Haywood County,47075,TN,Tennessee,17623,5.32E-05
Benzie County,26019,MI,Michigan,17615,5.31E-05
Hughes County,46065,SD,South Dakota,17608,5.31E-05
Kalkaska County,26079,MI,Michigan,17585,5.31E-05
New Madrid County,29143,MO,Missouri,17560,5.30E-05
Avery County,37011,NC,North Carolina,17506,5.28E-05
Andrew County,29003,MO,Missouri,17503,5.28E-05
McCreary County,21147,KY,Kentucky,17465,5.27E-05
Richland County,55103,WI,Wisconsin,17459,5.27E-05
Garrard County,21079,KY,Kentucky,17445,5.26E-05
Colonial Heights City,51570,VA,Virginia,17428,5.26E-05
Mariposa County,6043,CA,California,17420,5.26E-05
Edgar County,17045,IL,Illinois,17407,5.25E-05
Lee County,45061,SC,South Carolina,17365,5.24E-05
Greene County,13133,GA,Georgia,17349,5.23E-05
Gem County,16045,ID,Idaho,17331,5.23E-05
Dukes County,25007,MA,Massachusetts,17312,5.22E-05
Falls County,48145,TX,Texas,17272,5.21E-05
Leon County,48289,TX,Texas,17225,5.20E-05
Chickasaw County,28017,MS,Mississippi,17193,5.19E-05
Chester County,47023,TN,Tennessee,17190,5.19E-05
Delaware County,19055,IA,Iowa,17183,5.18E-05
Cook County,13075,GA,Georgia,17177,5.18E-05
Seward County,31159,NE,Nebraska,17171,5.18E-05
Warren County,17187,IL,Illinois,17146,5.17E-05
Sharp County,5135,AR,Arkansas,17139,5.17E-05
Henry County,1067,AL,Alabama,17133,5.17E-05
Dickinson County,19059,IA,Iowa,17127,5.17E-05
Mason County,21161,KY,Kentucky,17112,5.16E-05
Scurry County,48415,TX,Texas,17096,5.16E-05
Sevier County,5133,AR,Arkansas,17081,5.15E-05
Hardin County,19083,IA,Iowa,17061,5.15E-05
Buckingham County,51029,VA,Virginia,17059,5.15E-05
Lee County,48287,TX,Texas,17058,5.15E-05
Crawford County,19047,IA,Iowa,17034,5.14E-05
Ben Hill County,13017,GA,Georgia,17033,5.14E-05
Tama County,19171,IA,Iowa,17032,5.14E-05
Jackson County,5067,AR,Arkansas,17027,5.14E-05
Robertson County,48395,TX,Texas,16990,5.13E-05
Manassas Park City,51685,VA,Virginia,16986,5.12E-05
Union County,17181,IL,Illinois,16968,5.12E-05
Parke County,18121,IN,Indiana,16946,5.11E-05
Bristol City,51520,VA,Virginia,16912,5.10E-05
Taylor County,54091,WV,West Virginia,16864,5.09E-05
Socorro County,35053,NM,New Mexico,16858,5.09E-05
Piscataquis County,23021,ME,Maine,16836,5.08E-05
Humboldt County,32013,NV,Nevada,16828,5.08E-05
Cross County,5037,AR,Arkansas,16824,5.08E-05
Rockcastle County,21203,KY,Kentucky,16820,5.07E-05
Polk County,47139,TN,Tennessee,16814,5.07E-05
Potter County,42105,PA,Pennsylvania,16806,5.07E-05
Gunnison County,8051,CO,Colorado,16802,5.07E-05
San Juan County,53055,WA,Washington,16788,5.07E-05
Giles County,51071,VA,Virginia,16772,5.06E-05
Lafayette County,55065,WI,Wisconsin,16715,5.04E-05
Wayne County,47181,TN,Tennessee,16693,5.04E-05
King William County,51101,VA,Virginia,16688,5.03E-05
Pemiscot County,29155,MO,Missouri,16663,5.03E-05
Rabun County,13241,GA,Georgia,16645,5.02E-05
Van Buren County,5141,AR,Arkansas,16642,5.02E-05
